championId,verdict,refImage,bands,rawRuns,maxPairwiseDeltaE,foregroundRatio,bboxHeightRatio,framesDropped,hash,duplicateOf,bandHexes,reasons
godie-n00p,PASS,godie-n00p.png,11,43,82.24,0.9797,1.0000,0,166b3e8d2321691a,,hair=#262119 hatBand=#d4d7da hatBrim=#434243 face=#7378ac collar=#232338 chestTrim=#616faa top=#434221 waist=#a96f35 pants=#3e3456 shin=#eeeedf shoe=#5e5a61,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3854 種像素顏色收斂成 11 條帶，3843 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-n01c,PASS,godie-n01c.png,11,35,100.00,0.9880,1.0000,0,0606f4ab6b1ea97c,,hair=#000000 hatBand=#ffffff hatBrim=#000000 face=#fbfefa collar=#000000 chestTrim=#ffffff top=#000000 waist=#ffffff pants=#000000 shin=#ffffff shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3815 種像素顏色收斂成 11 條帶，3804 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-n01g,DUPLICATE,godie-n01g.png,11,33,114.78,0.9995,1.0000,0,755db664a62a1853,godie-n003,hair=#222426 hatBand=#c7cfc2 hatBrim=#000000 face=#ffff90 collar=#86653a chestTrim=#ffff98 top=#00000d waist=#ffffff pants=#f5f689 shin=#f6f2ff shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3880 種像素顏色收斂成 11 條帶，3869 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 755db664a62a1853 與 godie-n003 相同 —— 圖示重複，強制人工
godie-n01l,FAIL,godie-n01l.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-naka,PASS,godie-naka.png,8,8,79.04,0.9758,1.0000,0,fe08f21c898f4b6b,,hair=#303019 hatBand=#ccc9ca hatBrim=#3d383e face=#121c2b top=#080808 waist=#252515 shin=#636469 shoe=#161100,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：2845 種像素顏色收斂成 8 條帶，2837 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-nbbc,DUPLICATE,godie-nbbc.png,11,35,100.00,0.9880,1.0000,0,0606f4ab6b1ea97c,godie-n01c,hair=#000000 hatBand=#ffffff hatBrim=#000000 face=#fbfefa collar=#000000 chestTrim=#ffffff top=#000000 waist=#ffffff pants=#000000 shin=#ffffff shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3815 種像素顏色收斂成 11 條帶，3804 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 0606f4ab6b1ea97c 與 godie-n01c 相同 —— 圖示重複，強制人工
godie-nbst,PASS,godie-nbst.png,11,25,97.37,0.9805,1.0000,0,22eeb1e25abe3615,,hair=#2e291e hatBand=#bbb6bc hatBrim=#000000 face=#c0a6af collar=#000006 chestTrim=#f6eee4 top=#756682 waist=#f4f8e8 pants=#000600 shin=#bd9999 shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3744 種像素顏色收斂成 11 條帶，3733 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-nman,PASS,godie-nman.png,11,33,96.32,0.9741,1.0000,0,f06a1096d5ed8301,,hair=#2c271d hatBand=#121524 hatBrim=#faffff face=#ff864a collar=#ffffff chestTrim=#f8704b top=#ffffff waist=#ff6a46 pants=#321225 shin=#f06a4d shoe=#696b6d,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3612 種像素顏色收斂成 11 條帶，3601 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-nplh,PASS,godie-nplh.png,11,19,97.23,0.9768,1.0000,0,5cee4e271946ad90,,hair=#2e2224 hatBand=#d9d6d5 hatBrim=#030303 face=#fbcc7f collar=#000009 chestTrim=#e39355 top=#000000 waist=#e79d4d pants=#000000 shin=#f0c27a shoe=#6b676a,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3605 種像素顏色收斂成 11 條帶，3594 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-nsjs,DUPLICATE,godie-nsjs.png,11,43,82.24,0.9797,1.0000,0,166b3e8d2321691a,godie-n00p,hair=#262119 hatBand=#d4d7da hatBrim=#434243 face=#7378ac collar=#232338 chestTrim=#616faa top=#434221 waist=#a96f35 pants=#3e3456 shin=#eeeedf shoe=#5e5a61,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3854 種像素顏色收斂成 11 條帶，3843 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 166b3e8d2321691a 與 godie-n00p 相同 —— 圖示重複，強制人工
godie-ntin,PASS,godie-ntin.png,11,22,102.25,0.9841,1.0000,0,127fa5f9f03636fe,,hair=#2e241c hatBand=#c0c2c8 hatBrim=#e4c658 face=#170113 collar=#d1ae46 chestTrim=#050414 top=#d0aa41 waist=#100000 pants=#d2a956 shin=#000000 shoe=#ead9d1,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3921 種像素顏色收斂成 11 條帶，3910 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-o00k,PASS,godie-o00k.png,11,24,208.88,0.9778,1.0000,0,67fce2a723c4bf50,,hair=#302719 hatBand=#c3c6c7 hatBrim=#ffffff face=#fdfd00 collar=#000000 chestTrim=#b0b000 top=#0000b3 waist=#fff0bc pants=#d1d400 shin=#ffffff shoe=#141500,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3247 種像素顏色收斂成 11 條帶，3236 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-o00l,PASS,godie-o00l.png,11,41,100.00,0.9888,1.0000,0,e98a6cf6065d4fa1,,hair=#000000 hatBand=#fbffff hatBrim=#111017 face=#ffffff collar=#000000 chestTrim=#ffffff top=#000000 waist=#ffffff pants=#141319 shin=#ffffff shoe=#131616,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3846 種像素顏色收斂成 11 條帶，3835 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-o00x,PASS,godie-o00x.png,11,26,105.36,0.9800,1.0000,0,336b03c491b92133,,hair=#30301a hatBand=#d5d6e3 hatBrim=#001c1e face=#ffffff collar=#584822 chestTrim=#ffffff top=#ff8028 waist=#f8ffae pants=#ff8332 shin=#ffffbe shoe=#202714,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3047 種像素顏色收斂成 11 條帶，3036 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-o01z,PASS,godie-o01z.png,11,32,113.19,0.9856,1.0000,0,f7363bbc9c735f2b,,hair=#000001 hatBand=#ffffff hatBrim=#000060 face=#a0200a collar=#ffffff chestTrim=#000000 top=#ffffff waist=#000006 pants=#ffffff shin=#000000 shoe=#ffffff,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3862 種像素顏色收斂成 11 條帶，3851 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-o02l,PASS,godie-o02l.png,11,31,123.39,0.9817,1.0000,0,696ab6c6c0302151,,hair=#2a2527 hatBand=#f8e528 hatBrim=#b0b7be face=#f5e73b collar=#760500 chestTrim=#f2f041 top=#ffffff waist=#f4d622 pants=#fbffff shin=#e8c50d shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3820 種像素顏色收斂成 11 條帶，3809 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-o02n,DUPLICATE,godie-o02n.png,11,31,123.39,0.9817,1.0000,0,696ab6c6c0302151,godie-o02l,hair=#2a2527 hatBand=#f8e528 hatBrim=#b0b7be face=#f5e73b collar=#760500 chestTrim=#f2f041 top=#ffffff waist=#f4d622 pants=#fbffff shin=#e8c50d shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3820 種像素顏色收斂成 11 條帶，3809 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 696ab6c6c0302151 與 godie-o02l 相同 —— 圖示重複，強制人工
godie-o02o,DUPLICATE,godie-o02o.png,11,31,123.39,0.9817,1.0000,0,696ab6c6c0302151,godie-o02l,hair=#2a2527 hatBand=#f8e528 hatBrim=#b0b7be face=#f5e73b collar=#760500 chestTrim=#f2f041 top=#ffffff waist=#f4d622 pants=#fbffff shin=#e8c50d shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3820 種像素顏色收斂成 11 條帶，3809 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 696ab6c6c0302151 與 godie-o02l 相同 —— 圖示重複，強制人工
godie-o02p,DUPLICATE,godie-o02p.png,9,10,99.30,0.9690,1.0000,1,777b403a821fb5cd,godie-h02y,hair=#dddbd7 hatBand=#424140 face=#ffffff chestTrim=#67cfce top=#ffffff waist=#ffffee pants=#201817 shin=#585653 shoe=#100009,外框 #2d2c2a：丟棄 1 條與框色 ΔE < 10 的首/末帶（自動修） ｜ sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3594 種像素顏色收斂成 9 條帶，3584 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 777b403a821fb5cd 與 godie-h02y 相同 —— 圖示重複，強制人工
godie-o02s,DUPLICATE,godie-o02s.png,11,41,100.00,0.9888,1.0000,0,e98a6cf6065d4fa1,godie-o00l,hair=#000000 hatBand=#fbffff hatBrim=#111017 face=#ffffff collar=#000000 chestTrim=#ffffff top=#000000 waist=#ffffff pants=#141319 shin=#ffffff shoe=#131616,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3846 種像素顏色收斂成 11 條帶，3835 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash e98a6cf6065d4fa1 與 godie-o00l 相同 —— 圖示重複，強制人工
godie-o02v,DUPLICATE,godie-o02v.png,11,32,113.19,0.9856,1.0000,0,f7363bbc9c735f2b,godie-o01z,hair=#000001 hatBand=#ffffff hatBrim=#000060 face=#a0200a collar=#ffffff chestTrim=#000000 top=#ffffff waist=#000006 pants=#ffffff shin=#000000 shoe=#ffffff,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3862 種像素顏色收斂成 11 條帶，3851 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash f7363bbc9c735f2b 與 godie-o01z 相同 —— 圖示重複，強制人工
godie-o02w,FAIL,godie-o02w.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-obla,FAIL,godie-obla.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-ofar,DUPLICATE,godie-ofar.png,11,31,123.39,0.9817,1.0000,0,696ab6c6c0302151,godie-o02l,hair=#2a2527 hatBand=#f8e528 hatBrim=#b0b7be face=#f5e73b collar=#760500 chestTrim=#f2f041 top=#ffffff waist=#f4d622 pants=#fbffff shin=#e8c50d shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3820 種像素顏色收斂成 11 條帶，3809 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 696ab6c6c0302151 與 godie-o02l 相同 —— 圖示重複，強制人工
godie-ogld,FAIL,godie-ogld.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-ogrh,DUPLICATE,godie-ogrh.png,11,26,105.36,0.9800,1.0000,0,336b03c491b92133,godie-o00x,hair=#30301a hatBand=#d5d6e3 hatBrim=#001c1e face=#ffffff collar=#584822 chestTrim=#ffffff top=#ff8028 waist=#f8ffae pants=#ff8332 shin=#ffffbe shoe=#202714,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3047 種像素顏色收斂成 11 條帶，3036 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 336b03c491b92133 與 godie-o00x 相同 —— 圖示重複，強制人工
godie-opgh,PASS,godie-opgh.png,11,17,94.05,0.9758,1.0000,0,14e7e2d020b6ec27,,hair=#28281d hatBand=#d9d4d6 hatBrim=#21211a face=#ffffff collar=#191810 chestTrim=#ffffff top=#201517 waist=#ffffff pants=#171213 shin=#ffffff shoe=#59585c,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3080 種像素顏色收斂成 11 條帶，3069 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-orkn,PASS,godie-orkn.png,11,32,85.91,0.9993,1.0000,0,52b35768a0d9340f,,hair=#212a2d hatBand=#d3d7dd hatBrim=#000017 face=#bdac7f collar=#242a3d chestTrim=#a38961 top=#233737 waist=#b0ab7a pants=#000200 shin=#c1b680 shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3799 種像素顏色收斂成 11 條帶，3788 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-osam,PASS,godie-osam.png,11,25,94.00,0.9773,1.0000,0,92902392dfdf5fc5,,hair=#34241f hatBand=#d1dbdd hatBrim=#4e453e face=#ffffff collar=#66696c chestTrim=#c5d4fd top=#ffffff waist=#ffffff pants=#14171c shin=#606269 shoe=#001e00,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3296 種像素顏色收斂成 11 條帶，3285 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-oshd,PASS,godie-oshd.png,11,37,65.62,0.9744,1.0000,0,6e016496c6627e41,,hair=#35341b hatBand=#d9d0d3 hatBrim=#554737 face=#c9c7b9 collar=#453f35 chestTrim=#c6ccb7 top=#403237 waist=#b0ad8e pants=#53332c shin=#b4a087 shoe=#5d3a2c,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3889 種像素顏色收斂成 11 條帶，3878 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-othr,PASS,godie-othr.png,11,35,120.37,0.9451,1.0000,0,de075412d3877785,,hair=#1a151b hatBand=#e5dddd hatBrim=#000000 face=#c0a71b collar=#000000 chestTrim=#e8d90e top=#000000 waist=#000000 pants=#d2d3d9 shin=#000000 shoe=#c3cbc4,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3630 種像素顏色收斂成 11 條帶，3619 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u00b,FAIL,godie-u00b.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-u00h,PASS,godie-u00h.png,11,45,87.29,0.9756,1.0000,0,b57e68720d307ea5,,hair=#222219 hatBand=#d6d5de hatBrim=#424445 face=#ffffff collar=#3d3f3f chestTrim=#f9eab9 top=#f0e7e4 waist=#e4e0ed pants=#f1705b shin=#f2e2e7 shoe=#606564,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3807 種像素顏色收斂成 11 條帶，3796 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u00j,PASS,godie-u00j.png,11,21,81.41,0.9766,1.0000,0,8f2d582d2777f6fa,,hair=#31261c hatBand=#d0d6d7 hatBrim=#141408 face=#b2aa8a collar=#504326 chestTrim=#c59d6c top=#695128 waist=#d29755 pants=#614923 shin=#666a6b shoe=#1c0b03,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3604 種像素顏色收斂成 11 條帶，3593 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u00k,FAIL,godie-u00k.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-u00l,PASS,godie-u00l.png,11,48,119.62,0.9983,1.0000,0,2e71e6e9dc6dca9e,,hair=#000000 hatBand=#f2aa00 hatBrim=#000000 face=#fad721 collar=#000400 chestTrim=#f8d72f top=#000000 waist=#ffe14d pants=#000000 shin=#f6bc15 shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3955 種像素顏色收斂成 11 條帶，3944 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u00n,PASS,godie-u00n.png,11,29,100.00,0.9783,1.0000,0,8f463744928b1a53,,hair=#21271a hatBand=#d0d4db hatBrim=#000000 face=#ffffff collar=#a87b4d chestTrim=#f7fff4 top=#f5c787 waist=#e8b887 pants=#91251a shin=#e0c975 shoe=#6d6b6a,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3729 種像素顏色收斂成 11 條帶，3718 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u00o,DUPLICATE,godie-u00o.png,11,29,100.00,0.9783,1.0000,0,8f463744928b1a53,godie-u00n,hair=#21271a hatBand=#d0d4db hatBrim=#000000 face=#ffffff collar=#a87b4d chestTrim=#f7fff4 top=#f5c787 waist=#e8b887 pants=#91251a shin=#e0c975 shoe=#6d6b6a,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3729 種像素顏色收斂成 11 條帶，3718 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 8f463744928b1a53 與 godie-u00n 相同 —— 圖示重複，強制人工
godie-u00v,PASS,godie-u00v.png,11,25,96.85,0.9875,1.0000,0,75c914eb8ce0f1dc,,hair=#222917 hatBand=#d5cedc hatBrim=#424f40 face=#eeeeee collar=#e3aa91 chestTrim=#fefcf4 top=#e78f7b waist=#320b26 pants=#547563 shin=#684b67 shoe=#050902,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3604 種像素顏色收斂成 11 條帶，3593 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u010,PASS,godie-u010.png,11,14,80.81,0.9758,1.0000,0,f207fce769ff2f60,,hair=#302020 hatBand=#d5d7e3 hatBrim=#4d5145 face=#1c1c26 collar=#466884 chestTrim=#a88e6e top=#c3b777 waist=#526699 pants=#2c2612 shin=#555264 shoe=#111707,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3352 種像素顏色收斂成 11 條帶，3341 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u011,PASS,godie-u011.png,11,21,113.57,0.9785,1.0000,0,8ff9c07683a01ee1,,hair=#24291e hatBand=#d5dade hatBrim=#171714 face=#f40900 collar=#000305 chestTrim=#f10000 top=#000000 waist=#ffffff pants=#000000 shin=#ffffff shoe=#61676a,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3758 種像素顏色收斂成 11 條帶，3747 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u012,DUPLICATE,godie-u012.png,11,21,113.57,0.9785,1.0000,0,8ff9c07683a01ee1,godie-u011,hair=#24291e hatBand=#d5dade hatBrim=#171714 face=#f40900 collar=#000305 chestTrim=#f10000 top=#000000 waist=#ffffff pants=#000000 shin=#ffffff shoe=#61676a,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3758 種像素顏色收斂成 11 條帶，3747 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 8ff9c07683a01ee1 與 godie-u011 相同 —— 圖示重複，強制人工
godie-u01f,FAIL,godie-u01f.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-u01q,PASS,godie-u01q.png,11,22,96.65,0.9780,1.0000,0,3c165000fbf439b7,,hair=#302b26 hatBand=#cdcac8 hatBrim=#2e3928 face=#ffffff collar=#605a5a chestTrim=#ffffff top=#40302a waist=#ffd1a7 pants=#141314 shin=#546663 shoe=#001009,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3563 種像素顏色收斂成 11 條帶，3552 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-u01u,DUPLICATE,godie-u01u.png,11,22,96.65,0.9780,1.0000,0,3c165000fbf439b7,godie-u01q,hair=#302b26 hatBand=#cdcac8 hatBrim=#2e3928 face=#ffffff collar=#605a5a chestTrim=#ffffff top=#40302a waist=#ffd1a7 pants=#141314 shin=#546663 shoe=#001009,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3563 種像素顏色收斂成 11 條帶，3552 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 3c165000fbf439b7 與 godie-u01q 相同 —— 圖示重複，強制人工
godie-u034,PASS,godie-u034.png,9,9,100.00,0.9753,1.0000,0,91692b35d864dcc2,,hair=#2b2b20 hatBand=#d6d6d7 hatBrim=#34342f chestTrim=#000000 top=#ffffff waist=#1a1a15 pants=#656560 shin=#555060 shoe=#00031e,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：1046 種像素顏色收斂成 9 條帶，1037 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-ubal,PASS,godie-ubal.png,11,15,91.59,0.9771,1.0000,0,94cbeb3e1f918ea9,,hair=#272716 hatBand=#d4d4d3 hatBrim=#7b7b79 face=#ffffff collar=#b5b5b5 chestTrim=#737373 top=#424143 waist=#989999 pants=#2c251c shin=#6e6e6e shoe=#171c08,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：1661 種像素顏色收斂成 11 條帶，1650 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-ucrl,PASS,godie-ucrl.png,11,14,84.30,0.9973,1.0000,0,b03f60e264158255,,hair=#26261b hatBand=#cacac4 hatBrim=#03030d face=#aa6454 collar=#000011 chestTrim=#a36744 top=#356b14 waist=#b26749 pants=#000000 shin=#c0c493 shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3343 種像素顏色收斂成 11 條帶，3332 種中間色被眾數 + ΔE<12 併段吸收（自動修）
godie-udea,FAIL,godie-udea.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-udre,DUPLICATE,godie-udre.png,11,22,96.65,0.9780,1.0000,0,3c165000fbf439b7,godie-u01q,hair=#302b26 hatBand=#cdcac8 hatBrim=#2e3928 face=#ffffff collar=#605a5a chestTrim=#ffffff top=#40302a waist=#ffd1a7 pants=#141314 shin=#546663 shoe=#001009,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3563 種像素顏色收斂成 11 條帶，3552 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 3c165000fbf439b7 與 godie-u01q 相同 —— 圖示重複，強制人工
godie-umal,DUPLICATE,godie-umal.png,11,48,119.62,0.9983,1.0000,0,2e71e6e9dc6dca9e,godie-u00l,hair=#000000 hatBand=#f2aa00 hatBrim=#000000 face=#fad721 collar=#000400 chestTrim=#f8d72f top=#000000 waist=#ffe14d pants=#000000 shin=#f6bc15 shoe=#000000,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3955 種像素顏色收斂成 11 條帶，3944 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash 2e71e6e9dc6dca9e 與 godie-u00l 相同 —— 圖示重複，強制人工
godie-usyl,FAIL,godie-usyl.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
godie-uvng,DUPLICATE,godie-uvng.png,11,14,80.81,0.9758,1.0000,0,f207fce769ff2f60,godie-u010,hair=#302020 hatBand=#d5d7e3 hatBrim=#4d5145 face=#1c1c26 collar=#466884 chestTrim=#a88e6e top=#c3b777 waist=#526699 pants=#2c2612 shin=#555264 shoe=#111707,sleeve 與 faceColors 無法從中軸條碼推得：草稿為 long + 最暗帶，需人工確認 ｜ 反鋸齒/漸層：3352 種像素顏色收斂成 11 條帶，3341 種中間色被眾數 + ΔE<12 併段吸收（自動修） ｜ 條碼 hash f207fce769ff2f60 與 godie-u010 相同 —— 圖示重複，強制人工
godie-uwar,FAIL,godie-uwar.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
sela,FAIL,sela.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
thorne,FAIL,thorne.webp,0,0,0.00,0.0000,0.0000,0,,,,解碼失敗：不是 PNG（.webp）—— 目前只支援 PNG 參考圖
